事件标题,时间,城市,链接,罪种,置信度
Tentativa de roubo em centro universitário de SP deixa um morto - UOL Notícias,2026-06-22T22:06:54+00:00,SP / São Paulo,https://news.google.com/rss/articles/CBMisAFBVV95cUxQVm9XUExpb21QQ3pfeURRMHlsQjR1NERhOVREa2NvVEphc1NweHN2STVvNTVqc196cGRTMXg5NVZNRmNBT3Zzcl9BS0NYSERCX2E4ZmhzUzB1Q2JLS3BUOXRQYlJyak83bkl3ejd0SGNLclY0V2Q1ZXN3dXlRZGRUbllreU4tX3VYNFhXZF8xWFNFblpqTjBCNFZZU05iSDFNZzhBSFBfdFlDaDdMMGZ2MA?oc=5,homicidio,100
Peão de 19 anos fica ferido ao cair de touro em rodeio de Natividade,2026-06-22T22:05:52+00:00,RJ / Natividade,https://g1.globo.com/rj/norte-fluminense/noticia/2026/06/22/peao-de-19-anos-fica-ferido-ao-cair-de-touro-em-rodeio-de-natividade.ghtml,outros,100
Homem é preso em flagrante por furto ao sair de loja no litoral de SP,2026-06-22T22:01:54+00:00,SP / Praia Grande,https://g1.globo.com/sp/santos-regiao/noticia/2026/06/22/homem-e-preso-em-flagrante-por-furto-ao-sair-de-loja-no-litoral-de-sp.ghtml,furto,100
Segurança morre após batida entre motocicleta e ônibus em Salvador e família denuncia demora em atendimento,2026-06-22T22:01:34+00:00,BA / Salvador / Pituba,https://g1.globo.com/ba/bahia/noticia/2026/06/22/seguranca-morre-apos-acidente-em-salvador.ghtml,veiculo,95
Menino de 7 anos morre após se afogar em rio no Alto Oeste do RN,2026-06-22T21:59:38+00:00,RN / Pilões / Sítio Almas,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2026/06/22/menino-de-7-anos-morre-apos-se-afogar-em-rio-no-alto-oeste-do-rn.ghtml,outros,95
Homem acusado de matar amigo de infância a tiros vai a júri no DF,2026-06-22T21:57:31+00:00,DF / Brasília,https://www.metropoles.com/distrito-federal/homem-acusado-de-matar-amigo-de-infancia-a-tiros-vai-a-juri-no-df,homicidio,100
Homem  preso sob suspeita de matar namorada e forjar suicdio dela em SC,2026-06-22T18:53:00-03:00,SC / Criciúma,https://redir.folha.com.br/redir/online/cotidiano/rss091/*https://www1.folha.uol.com.br/cotidiano/2026/06/homem-e-preso-sob-suspeita-de-matar-namorada-e-forjar-suicidio-dela-em-sc.shtml,homicidio,100
Polícia investiga suspeita de material sexual após menina de 14 anos passar mal em encontro com outros 4 adolescentes,2026-06-22T21:51:40+00:00,SP / Sorocaba,https://g1.globo.com/sp/sorocaba-jundiai/noticia/2026/06/22/investiga-suspeita-material-sexual-sorocaba.ghtml,menor,85
Família de homem que teve corpo desmembrado no Acre começa a ser ouvida pela polícia,2026-06-22T21:48:23+00:00,AC / Rio Branco,https://g1.globo.com/ac/acre/noticia/2026/06/22/familia-de-homem-que-teve-corpo-desmembrado-no-acre-comeca-a-ser-ouvida-pela-policia.ghtml,homicidio,100
Manutenção programada afeta abastecimento de água em 6 bairros de Belém nesta madrugada,2026-06-22T21:47:04+00:00,PA / Belém,https://g1.globo.com/pa/para/noticia/2026/06/22/manutencao-programada-afeta-abastecimento-de-agua-em-9-bairros-de-belem-nesta-segunda-feira.ghtml,outros,100
Jovem de 27 anos morre após carro cair e capotar de ponte no PI; perícia aponta alta velocidade,2026-06-22T21:45:54+00:00,PI / Milton Brandão / Porções,https://g1.globo.com/pi/piaui/noticia/2026/06/22/jovem-morre-carro-cair-capotar-ponte.ghtml,homicidio,90
"Jovem morre vítima de tiros no conjunto George Américo, em Feira de Santana - Grupo Lomes de Comunicação",2026-06-22T21:44:00+00:00,BA / Feira de Santana / Conjunto George Américo,https://news.google.com/rss/articles/CBMingFBVV95cUxNMkwyVThIR1ZpYzRFZ1NlX3VVTnJmUm03RmUzOXJiWlBPOWttRXVkcWt5b1hiaWRKTkxqNmNCcUJHTHZtc0FNOUhpWDlWSUN0N1k3WXJSRGU5ZlU1TUgxY0xZaUpGdzM2a1pfVHM4RjcxOE5QTlFSX2FiSGRtYXdjM1YzZmxtOWF6VEE0M2NVRWxjWGlxSUMyUzkxVDVFZw?oc=5,homicidio,100
"Duas pessoas morrem em acidente de trânsito após caminhão com castanhas tombar na BR-319, no Amazonas",2026-06-22T21:42:08+00:00,AM / Humaitá,https://g1.globo.com/am/amazonas/noticia/2026/06/22/duas-pessoas-morrem-em-acidente-de-transito-apos-caminhao-com-castanhas-tombar-na-br-319-no-amazonas.ghtml,veiculo,95
"Justiça autoriza Bahia a retirar R$ 2 bi do BRB, mas Fux barra decisão",2026-06-22T21:41:50+00:00,BA / Salvador,https://atarde.com.br/politica/justica-autoriza-bahia-a-retirar-r-2-bi-do-brb-mas-fux-barra-decisao-1392952,fraude,85
"Vice-prefeito de Colina, SP, é indiciado por morte de professor de jiu-jitsu",2026-06-22T21:41:37+00:00,SP / Colina,https://g1.globo.com/sp/ribeirao-preto-franca/noticia/2026/06/22/vice-prefeito-de-colina-sp-e-indiciado-por-morte-de-professor-de-jiu-jitsu.ghtml,homicidio,100
Obras de tapa-buracos e asfaltamento avançam em Teresópolis e causam retenções no trânsito,2026-06-22T21:41:28+00:00,RJ / Teresópolis,https://g1.globo.com/rj/regiao-serrana/noticia/2026/06/22/obras-de-tapa-buracos-e-asfaltamento-avancam-em-teresopolis-e-causam-retencoes-no-transito.ghtml,outros,100
Mulher capota carro ao aprender a dirigir com marido em estacionamento na Serra,2026-06-22T21:40:35+00:00,ES / Serra / Colina de Laranjeiras,https://g1.globo.com/es/espirito-santo/noticia/2026/06/22/mulher-capota-carro-ao-aprender-a-dirigir-com-marido-em-estacionamento-na-serra.ghtml,veiculo,85
Repórter vai cobrir atropelamento no Paraná e descobre que vítima era tio dele,2026-06-22T21:35:55+00:00,PR / Mandaguaçu,https://g1.globo.com/pr/norte-noroeste/noticia/2026/06/22/reporter-vai-cobrir-atropelamento-no-parana-e-descobre-que-vitima-era-tio-dele.ghtml,homicidio,90
"Após criança ficar presa em parafuso, prefeitura retira equipamento de academia no Jardim Taquari",2026-06-22T21:32:27+00:00,TO / Palmas / Jardim Taquari,https://g1.globo.com/to/tocantins/noticia/2026/06/22/apos-crianca-ficar-presa-em-parafuso-prefeitura-retira-equipamento-de-academia-no-jardim-taquari.ghtml,outros,90
"Homem morre vítima de pauladas no bairro Jardim Cruzeiro, em Feira de Santana - Grupo Lomes de Comunicação",2026-06-22T21:31:00+00:00,BA / Feira de Santana / Jardim Cruzeiro,https://news.google.com/rss/articles/CBMioAFBVV95cUxOcURvcUFsVVVkR3hxa2R2WTRtejAtam1mSnU1Qkhld24wdzJOV1R0TndlbVZCbm1WZ3ZydklabEtBcG0ySGs4WlBXUGpaMFlkVWR3MTBxVTA3YUhsNXk2MHBaMU04bjg2dFMyZUVwTlRDd0NscktSS2hHbTJwZmZ0dXU2X0JwVzhBYU9aMWI0TGhSOVJ5M3ppdTBYUDdOdzBv?oc=5,homicidio,100
"Preso, Thiago Brennand vai se casar com a própria advogada por procuração",2026-06-22T21:29:11+00:00,SP / Potim,https://g1.globo.com/sp/sao-paulo/noticia/2026/06/22/preso-thiago-brennand-vai-se-casar-com-a-propria-advogada-por-procuracao.ghtml,outros,85
Suspeito de atropelar e matar ciclista na BR-494 é liberado após se apresentar à polícia em Divinópolis,2026-06-22T21:27:49+00:00,MG / Divinópolis,https://g1.globo.com/mg/centro-oeste/noticia/2026/06/22/suspeito-de-atropelar-e-matar-ciclista-na-br-494-e-liberado-apos-prestar-depoimento-em-divinopolis.ghtml,homicidio,100
Esposa de deputado do Paraná e outros três são denunciados por envolvimento em esquema de 'rachadinha' comandado pelo político,2026-06-22T21:27:42+00:00,PR / Curitiba,https://g1.globo.com/pr/parana/noticia/2026/06/22/esposa-de-deputado-do-parana-e-outros-tres-sao-denunciados-por-envolvimento-em-esquema-de-rachadinha-comandado-pelo-politico.ghtml,fraude,100
Homem é condenado a 20 anos de prisão por morte de jovem baleado na cabeça após disputa por pontos de drogas,2026-06-22T21:25:40+00:00,SP / São José do Rio Preto,https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2026/06/22/homem-e-condenado-a-20-anos-de-prisao-por-morte-de-jovem-baleado-na-cabeca-apos-disputa-por-pontos-de-drogas.ghtml,homicidio,100
Homem é condenado a 20 anos de prisão por morte de jovem baleado na cabeça após disputa por pontos de drogas - G1,2026-06-22T21:25:40+00:00,SP / São José do Rio Preto,https://news.google.com/rss/articles/CBMimAJBVV95cUxOdnh3R0w3Rmg4LU5wYmgxZG45M212V1dVa2Q5QU9YVGlRNzhEUXhld2lmYUlJbTdTZjJTTjlZRjQteHlMWlhRVnR1akNjLTZJVU5zcWZlTDlodG9POVVET3BIdE9HckRkZWo4MVFVZ1A4UWp0SS1QYkNLSDFXUUZFT3c0Z18zaDR6cGdFZllHeExZOHZ0ZE1CR1A4WkRKR2QweHJZblhPZENTc1djbFQ2dFZFVm5fUm1Rd1FGQkFEcmhxQ21tQ25EeUpQLWJhelhMUHBYSFI2R2ItMDNIcXpZdXd3ZTA4OFhNeW1qdTRPd0k3Z2ZIZV8tdmxKZ3ZnQVh1eDM2ZE0xclZWWllkUnE1QngxSGlxUWxY0gGnAkFVX3lxTE1jQkVIa2x4Smd1S2lZT09nblNMMlRnUWxPQWwwSC00NEdyYWY4V0M5N3lKNnFTY3FSblZ5T3I4N3JibGJwSVF1eWg2dS1NZlZORmJrVHJRelhHOVpOdTRia1U4UmdBTjNIU3hwM25ITnU5MEluQXNFdFd4TFFJOE5VYndfdzkyS0VQVnRKZUVFX3FGUkZJc0xfY2g4TnB4aHFheUZmblp1M29iS1huc0JWZy1aZGlLX2d1RmpTNUp4N2VuWkVXUURod3J1TS0zWjhjX3hrM09uaURxSnh0cXRrSzBickxDeEoxY05SbDRpaktROWxpYW1TekZ2QVpERlNKaTVCZ2x0czE1RGo5WmgxVHh6cE5WeVNpUHNsUklSWXVQN09MdzQ?oc=5,homicidio,100
Ex-BBB se casa em Uberlândia em cerimônia para 300 convidados e decoração formada por cinco caminhões de flores,2026-06-22T21:24:52+00:00,MG / Uberlândia,https://g1.globo.com/mg/triangulo-mineiro/noticia/2026/06/22/ex-bbb-se-casa-em-uberlandia-em-cerimonia-para-300-convidados-e-decoracao-formada-por-cinco-caminhoes-de-flores.ghtml,outros,100
Mãe e filho são presos suspeitos de manter adolescente em cárcere durante ‘tribunal do crime’ em Boa Vista - Roraima 1,2026-06-22T21:23:13+00:00,RR / Boa Vista,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOOFRXQTFZQ1dCWlJsNGpmTkM0Y1IxVVFqMnppbDRUMnRqc0NBcXJKSWprNmZudFRUZDJidkg5WUpHU3I1NGNFZ25oOThmZGlYVS1pTjFXaVZwZV9QLVN5SkRQX3dlcExzTER1Z0VITzlfU2xmQXVMeDJfNll3NVZVNXRscmZWUEFrcU50aVlmUkRSMHdWQ2xNWmRoMHBwdzJUd2IwZWhyY3EwSDBiUXc3YVgyMDRCaXBZcHZrRHI2c0FqQ2pWdk15Rg?oc=5,sequestro,90
Preso suspeito de amarrar e matar companheira com 16 marteladas em Alagoas,2026-06-22T21:20:33+00:00,AL / Jequiá da Praia,https://g1.globo.com/al/alagoas/noticia/2026/06/22/preso-suspeito-de-amarrar-e-matar-companheira-com-16-marteladas-em-alagoas.ghtml,homicidio,100
Roubo em Joalheria de Curitiba: Refém e Ação Policial no Shopping Crystal - partiurolecwb.com.br,2026-06-22T21:18:24+00:00,PR / Curitiba / Batel,https://news.google.com/rss/articles/CBMipAFBVV95cUxQMmFFaEVycTFBcERfTGwxZDdncjRWZTJDOWNCM0ZXM2N3NUQ0S3FYX1FTeE1TNmNIdmtBZ2JtSmlGQ1Vsd2ZDcHM3akZUZ0J4X2xWWndON3VkREhrb0U2OUVmbnY2UlBpZ2c0aWxXcDRZd0VMTGVfaTBsb0NGS29BWkVzT2JUcDJ4OElLUEpXSkE0eEtTMU5IUXFCZXhKaFNWNVhUeA?oc=5,roubo,100
Dupla é presa por matar mulher e filha adolescente; mãe abraçou jovem tentando evitar execução,2026-06-22T21:16:26+00:00,PE / Timbaúba,https://g1.globo.com/pe/pernambuco/noticia/2026/06/22/dupla-e-presa-por-matar-mulher-e-filha-adolescente.ghtml,homicidio,100
Mãe e padrasto são presos acusados de estuprar criança de 9 anos em GO,2026-06-22T21:15:06+00:00,GO / Anápolis,https://www.metropoles.com/distrito-federal/entorno/mae-e-padrasto-sao-presos-acusados-de-estuprar-crianca-de-9-anos-em-go,estupro,100
Criminosos fazem funcionária refém em roubo a joalheria dentro de shopping em Curitiba,2026-06-22T21:12:27+00:00,PR / Curitiba,https://g1.globo.com/pr/parana/noticia/2026/06/22/criminosos-fazem-funcionaria-refem-em-roubo-a-joalheria-dentro-de-shopping-em-curitiba.ghtml,roubo,95
Criminosos fazem funcionária refém em roubo a joalheria dentro de shopping em Curitiba - G1,2026-06-22T21:12:27+00:00,PR / Curitiba,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNZnk5cS1UdERXZGE0QU56TW54YkwxWkVucVlZMC1IeU12VV8wT0JlSzRHckg5d2FPX3ZfWUwtbnNiam03cS1ubHBiT3FrX1ZoUmVyTFhuR2VDcXhXcFEzTDR2TEJ3YlpzT0pRRVRkMzdlU0NKZmZRTDRoYmh2dXR6VEpGdWpmU2tKX1lrRlZRSUk4RkE0RDdTc0QwZktZeTdLZ3J0anN5V0hLVzZFRlFTS2R4QnlLUGk4djhEbWFlc3JjYUZ4N09ucUJ2YkJzRU53ZmY1Y0NuZGFiZ9IB6AFBVV95cUxPLVBrNGYwRVhpWnpxemk3Um5FdWFlRHFqNHc4eTEtTzJweDMzaFgwWkpTdFRXX0VoT0x3U1gxNmVDVURWOEt4U2d6Q0tabUcwLVNCQjdTR3VFNEtmTnZ3Ry10aTNCVG5zSjZqUG5PdEI3ZlEybXRtQXlVWnFQOVo3a2UtRFJiZTZqcTBjVmpiZUdlUWthQ1NVVnZ6VDVCeHlveEllWDVHd3licG1oQU1pOGhpSDBrSGw5WG9NWGpjZHBaazAyRWhvWWZhREpQMUs2SUM0UnZCS0w0MHUwLTlCWUN0aklKMVhI?oc=5,roubo,100
Criminosos fazem funcionária refém em roubo a joalheria dentro de shopping em Curitiba - G1,2026-06-22T21:12:12+00:00,PR / Curitiba,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNV0IwdTJRd3A5QkxtU2JqVGpXS0t4akIxUmVOVGhFYnJnM3JCTTFWcGtMWmNFZTRPaUdfUE8tajk5MEd6SVlLSWdQQVljYUMxMmJnbkNTTWd2UkswSFZZTllUZzZwMlNYRXRKd1p1Q1RrMXFTRUtkYUhJbE9SQ21lT0RIOVlOV2swNUhRZE1hR3BKSDZ4Mm5xamVlRlBQMkNkOHZZd2oxWmhhR2lqSER5NDJkaHpoV1JFMDgtV1NfanAweDNLdGp3SFlrc0tGVkpGSGd4VdIB4wFBVV95cUxNTFV4VVJkc2xvbWFnR2tMbnJ2cmJRa1BPZm5nRkZxMVZ2cGcydUdmMUVKc0hOOHNURDFCR3lRUUt0Z3ZmLVN0dEd3NzRwWUpnRUtOZWdtOWJQaEtvYXFJR2lMUmNsNjlGNTNYWVhGUlNBVUhOUktDbndjdjJtWG1iZEVST0RyTGluNE9Eb09hR09CR2w5WnRMb0RCNGMtNlhsbGRHTWNjdlRWcFlHdll4djFsdE5GU215S1ZjXzBvekVONkREMmpfQTFTTzZlbHliNmFSVG1fYmllNGxIeWc3TnpiZw?oc=5,roubo,95
"Justia torna Alysson Mascaro, ex-professor da USP, ru sob acusao de estupro e assdio",2026-06-22T18:12:00-03:00,SP / São Paulo,https://redir.folha.com.br/redir/online/cotidiano/rss091/*https://www1.folha.uol.com.br/educacao/2026/06/justica-torna-alysson-mascaro-ex-professor-da-usp-reu-sob-acusacao-de-estupro-e-assedio.shtml,estupro,100
Veja o que se sabe e falta esclarecer sobre morte de gerente operacional da Ceasa em Malhador,2026-06-22T21:08:53+00:00,SE / Malhador,https://g1.globo.com/se/sergipe/noticia/2026/06/22/veja-o-que-se-sabe-e-falta-esclarecer-sobre-morte-de-gerente-operacional-da-ceasa-em-malhador.ghtml,homicidio,100
Viúva de motorista assassinado relata dificuldades financeiras após crime brutal - Metrô News Jornal,2026-06-22T21:06:29+00:00,RJ / Rio de Janeiro,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPVE5KZ002MThNLS1tWGpmRjdVenhhRGlfU0Y4WmVyOVVLMUstQ1VFcTR3WmhhQzJwb2FoT3owYmxwVmlrVW5lTWpSUDBtYXcySlczcGFEdkRPWmJNY2x0eTFrWWJaZVNUM0QtWmdhR1R6QUpSYUdpV1Bud1B4LUV4dlVQUXRBVUxpeXBzUF9lRE5VNFcxY2pyV09NbF9UMi13MXdyTlRqYVBkdw?oc=5,homicidio,100
Cinco crianças são resgatadas em situação de abandono após serem encontradas em rua de Manaus,2026-06-22T21:05:16+00:00,AM / Manaus / Lírio do Vale,https://g1.globo.com/am/amazonas/noticia/2026/06/22/cinco-criancas-sao-resgatadas-em-situacao-de-abandono-apos-serem-encontradas-em-rua-de-manaus.ghtml,menor,95
VÍDEO: Avião 'desce de lado' e piloto arremete após fortes ventos em aeroporto de SC,2026-06-22T21:02:14+00:00,SC / Chapecó,https://g1.globo.com/sc/santa-catarina/noticia/2026/06/22/video-aviao-desce-lado-arremete-ventos-chapeco.ghtml,outros,95
Justiça mantém decisão que permite supermercados funcionarem o dia todo aos domingos e feriados,2026-06-22T21:01:02+00:00,GO / Goiânia,https://g1.globo.com/go/goias/noticia/2026/06/22/justica-mantem-decisao-que-permite-supermercados-funcionarem-o-dia-todo-aos-domingos-e-feriados.ghtml,outros,100
Carro usado em assalto no Shopping Crystal é encontrado em Curitiba - band.com.br,2026-06-22T20:59:12+00:00,PR / Curitiba / Batel,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQZGNCOE91aENHVmtKMkc3QVNjdU45aGVuaWpKRDRtV2Frb0xMMnpsV2ZJY0M3ZmtCVXMxM29KVXhKdzh1WVpGTTRDNXdZc2tfajVoTGZlaWdjWGE1dTBoSkVsRzhXRm1aeW0weEE4SS0yTGp1WDRGZ2ZKTzZaci1SbzBobkJPb0pDWHBKR2RRYW03QkFGcjVRVHdwUDFGb3F0MTNNSUVtWFZQakw1SFhxUU0yMHN5T1FxSEJBMGRJTmx0NGc?oc=5,roubo,95
"Filho mata mãe, a decapita e atitude após o crime choca até policiais: “Matou e colocou uma carne para descongelar”, disse sargento - Banda B",2026-06-22T20:58:00+00:00,MG / Belo Horizonte,https://news.google.com/rss/articles/CBMidEFVX3lxTE4wT2dPZXVMYzVlcTRiZGxlYlVrSEx5dVVibW9rU2R3NXc0TVNGMmlMOU1zcGNOdkRiTXB4X3B6QjZ0dEpkUFZIS3lyd0tlMEo5MEUxNUtXTmIycEZGOXduc2RudHdxa3ZBelg5c3hGV080S3Uz0gF6QVVfeXFMT2tfbmkxbktXT3dJUVIxZXdjcjcxZDVWUFB5OXowN1hid0VvUFpjQUh0cmVhY0RrTmxvM29hWlhaYkxxY1pxWFh3WjEyQzBRYTkyQUNOX2psQ3VubmNnWF9lSEU2U2lacEhNWmdQU19HTGNYcTJBWk03QkE?oc=5,homicidio,100
Condomínio é condenado a pagar R$ 250 mil por feminicídio em Salvador,2026-06-22T20:56:43+00:00,BA / Salvador,https://atarde.com.br/salvador/condominio-e-condenado-a-pagar-r-250-mil-por-feminicidio-em-salvador-1392949,homicidio,100
Homem morre baleado pela PM após manter companheira refém em Marília,2026-06-22T20:53:42+00:00,SP / Marília / Jóquei Clube,https://g1.globo.com/sp/bauru-marilia/noticia/2026/06/22/homem-morre-apos-manter-companheira-refem-em-marilia.ghtml,homicidio,95
Casal é encontrado morto dentro de casa em povoado do Pitangui,2026-06-22T20:53:03+00:00,MG / Pitangui / Povoado de Rio do Peixe,https://g1.globo.com/mg/centro-oeste/noticia/2026/06/22/casal-e-encontrado-morto-dentro-de-casa-em-povoado-do-pitangui.ghtml,homicidio,100
"Após roubo em shopping, criminosos deixam veículo para trás e seguem foragidos em Curitiba - Bem Paraná",2026-06-22T20:52:31+00:00,PR / Curitiba,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOMHB0VzNWTEc5aXYtT1V5dUQ1dDFsbmtqc19XcGhSMFpQTDJJNWZqa293T2xaVmhaMEpnejJUMENZVXpqMWh0UGZDUFdmakJWNXlXRm1LNXMwQTh0dnhreHZJYXg2Q3FIdFJlaEVrbTNveEJEdjJvQW02S3o5Zm8xNmMxRlkzRl9INDFrUTlFcnJqOTQ4NFVIUDZyc2RBZ2ZsUWlSQ25KSF9qUVpnRnc0bVNLSUtDMS12SF9NaE9yZTFJcFZYZTlncU1EUkowWmNuYmFrQXR30gHWAUFVX3lxTE4wcHRXM1ZMRzlpdi1PVXl1RDV0MWxua2pzX1dwaFIwWlBMMkk1Zmprb3dPbFpWaFowSmd6MlQwQ1lVemoxaHRQZkNQV2ZqQlY1eVdGbUs1czBBOHR2eGt4dklheDZDcUh0UmVoRWttM294QkR2Mm9BbTZLejlmbzE2YzFGWTNGX0g0MWtROUVycmo5NDg0VUhQNnJzZEFnZmxRaVJDbkpIX2pRWmdGdzRtU0tJS0MxLXZIX01oT3JlMUlwVlhlOWdxTURSSjBaY25iYWtBdHc?oc=5,roubo,100
Filho é condenado por chamar mãe de &quot;crente safada&quot; e ameaçar o pai,2026-06-22T20:52:13+00:00,SP / São Paulo,https://www.metropoles.com/sao-paulo/filho-e-condenado-por-chamar-mae-de-crente-safada-e-ameacar-o-pai,violencia,95
Motociclista de aplicativo é condenado por homicídio culposo contra passageiro atropelado por ônibus em Fortaleza,2026-06-22T20:49:34+00:00,CE / Fortaleza,https://g1.globo.com/ce/ceara/noticia/2026/06/22/motociclista-e-condenado-a-3-anos-de-prisao-por-morte-de-passageiro-atropelado-por-onibus.ghtml,homicidio,100
"Para tentar localizar atirador, polícia divulga vídeo de crime em Divinópolis - G1",2026-06-22T20:47:15+00:00,MG / Divinópolis,https://news.google.com/rss/articles/CBMi7wFBVV95cUxNN1VLeTRBRUJiV2VIaDBIRGFQSmJ5TkN0RHZNdndLaUtSQXlnSU5LR2tXTXkyU24xVm9ZUU15NElqbWpuTjEyQ0pIRnJvcVJYbGx0eDlILU1fc1J0LWxVQk9MWF9CX18xMGFfRE5YbmthVWktLUFyNVNWMkxSX19iNnUxNEdWeXVaaWpTbUI3WTBOU21zWG90QWhWNTB0Q0VwV1cwM2R6Qm81Q2NMZzdwUlNNUm92dDZxYkJEQTBreVljVXlaVk40aG9KVERyOUNZX2ZzRk96UFJNanY3ZGprZU1JX1g3ZFMwdzdoTERyZ9IB_gFBVV95cUxQRVU4eXpCY0F5MktTQ25Qak5vMXZZR2VqUUFuQ3p2RVlpVkhaRUdtRl9BUS1lRlNoOUJ4dS1mN0VreDljWlFYWEtSQXZNXzBPMEt2SzQ3Z005UDcyX2c0OFd5cmhwZThLbW50Q0dGRjUxcDliRXFnUE5MU1loQ2RMUXJVeWw1emdDenFhN1FuanVrYnh1eVBnVjRlVVJFVkdCYzVXZTlndFdXVjMzb3BtS1lhZGphRWx2Tm4ySGNMUHM2OV9SQ19VeUVvY1RiN2g3UWx1eWZSU1NQRGtXd2pSX0Vya3I2V2JiekpsZEVUYzlFVFpYZkxwNWo0VHphUQ?oc=5,policia,95
Caso Gritzbach: viúva de homem morto durante crime relata dificuldades - BOM DIA GUARULHOS,2026-06-22T20:47:00+00:00,SP / Guarulhos,https://news.google.com/rss/articles/CBMitAFBVV95cUxPX0wyY1U2eVhfVGw5b3JVVFI3ZDRWOWd2ZnhkUExHVVUtRHE4YWFMRVE5ajM4ZXBKenNETW1GUHZWeVMxc0xHNDZYX09WZmhhU1dnUDg5aWFsT09UanhlOTU5OVI0NjdTaXQ2SzJ2TlBJdmY3MWxwUGVQb2JLT3FnMWlucGFDd2Q0MTFRR2E4QkV3anEyTTBmaTdLVXJ2dlBJRjdJRFRISE1LY1ZEb3lBdE1JMlA?oc=5,homicidio,100
Marcelo Freixo lança no Terra Santa biografia que revela os bastidores da luta contra o crime organizado no Rio de Janeiro - portalgiro.com,2026-06-22T20:44:07+00:00,RJ / Rio de Janeiro / Terra Santa,https://news.google.com/rss/articles/CBMimgJBVV95cUxNTGdtY1IzZTNzVXViY2Jpd3F4V3E0XzhLVGoxTE54eERzblA1ZUU4UjhNNF9WTUtocW1Qcmlkd2U3MHY3c19IdW4yX3hONVM5YXIyN3FpZ1c0Z0QxMXVoQWxVRnBvWVd4ZFpjZDdMVnM4SGdrUjNIOHRocmxIYnp2OUN0eDhHV1hQTEJnZWpybnJKdjlDOHpNSjlYdFRoUjk0TEgyTnQzWE9FYTFvZFZoMFlFSm5zS3plRDQ5bmVZWVJDaVMyOFJBSkVNbWpWUktva1dvUU1Da1RzelJscEpfUS1KYVJGTGdHQUtKSlVLeFhFakJNSGRZclpvQllpbHEzQm16a0tGdWJGdUIxdGZVUXBzZ1JYM3NweFE?oc=5,outros,95
Motorista tem carro roubado em São Gonçalo e mulher revela desespero - O Dia,2026-06-22T20:43:00+00:00,RJ / São Gonçalo,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQbldPTWZSWEFOU3NFMUZlSTVJZjZBWjV0ZUVpRVA5QzhSODM4eTJsSFVlbVNSd3pKNmxWRldVbnFfMVFFc1MwUHBla1NhYmJ2aGdNdXcwcDRzWk5TTjNMVVVUOHRMSXBTbXRfelpUdVBXQ084UWNvV2dYQ0dRcFVJbWlvSjJEckpSN2Nyd3o5V3FKQnhhQzlEUG4ycVFGa2JTMXQ2aFVfcndQRjBmSDJpSHRCNkdnR0Z4dDgxeGNCR2x0dG50d0M2N2JHb2NPOTlIUVHSAdcBQVVfeXFMTkFxcWVRZVhzNmVudEE2N0QzSXdtMl9LVnNPX0NZeEJqSXFoSTFUV253U1JRZXlLSFB5aFFkTWVsWVhTRlA5Z280UGN2MFllajhpWTlyZVdBOUNESHJCem40WEdUT1Y0bk1rYXBKVy03OGJuamFEcnRFYURzdExIZW5WY0pfYXppbFpudl9kNzNOMzRxRHZaWURBVXpSR2dNMWtqbklsaG9GemhCSWFQTUY1UEV4MHhmZF9hT2JZUlhvWlVMaURwQ1Z6RGI4LUNHU083U1VnZ0U?oc=5,roubo,95
Vídeo com fuzil nas redes leva à prisão de cinco suspeitos em Goiânia após rastreamento por IA,2026-06-22T20:35:56+00:00,GO / Goiânia,https://www.jornalopcao.com.br/ultimas-noticias/inteligencia-artificial-ajuda-pm-a-localizar-suspeitos-e-apreender-fuzil-enterrado-em-goiania-839402/,policia,95
"Justiça torna réu ex-professor da USP por estupro, importunação e assédio sexual contra alunos em SP",2026-06-22T20:34:47+00:00,SP / São Paulo,https://g1.globo.com/sp/sao-paulo/noticia/2026/06/22/justica-torna-reu-ex-professor-da-usp-por-estupro-importunacao-e-assedio-sexual-em-sp.ghtml,estupro,100
Polícia Civil prende dono de clínica veterinária em Bonsucesso após apreender medicamentos vencidos,2026-06-22T20:34:37+00:00,RJ / Rio de Janeiro / Bonsucesso,https://g1.globo.com/rj/rio-de-janeiro/noticia/2026/06/22/policia-civil-prende-dono-de-clinica-veterinaria-em-bonsucesso-apos-apreender-medicamentos-vencidos.ghtml,policia,95
